CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000261,2025-04,161637628,39290545,4271594,16,102,17,118075489,135
10000261,2025-05,60325000,33704791,6943000,5,86,15,19677209,112
10000261,2025-06,204558000,28683444,3781279,18,49,8,172093277,75
10000262,2025-01,85039924,13488000,5482528,14,62,26,66069396,102
10000262,2025-02,144808516,3931741,358000,10,59,8,140518775,77
10000262,2025-03,109395000,8301000,5308000,13,52,15,95786000,80
10000262,2025-04,67152000,48796000,7507000,7,83,18,10849000,108
10000262,2025-05,98058000,44405286,728000,10,69,7,52924714,86
10000262,2025-06,203021000,59074254,14461000,18,76,32,129485746,126
10000263,2025-01,156405778,58871140,13407000,16,100,28,84127638,146
10000263,2025-02,34256694,15400312,4882000,5,51,16,13974382,72
10000263,2025-03,23555000,17989860,3557000,2,50,23,2008140,75
10000263,2025-04,160088000,64320818,13380000,15,88,13,82387182,116
10000263,2025-05,127711000,42217665,3189665,11,71,19,82303670,101
10000263,2025-06,184059000,62789000,10810817,16,69,21,110459183,109
10000264,2025-01,159592352,8451915,636000,12,90,21,150504437,129
10000264,2025-02,53620000,37283778,8826000,10,77,24,7510222,111
10000264,2025-03,110095000,10796537,7780000,11,64,11,91518463,86
10000264,2025-04,66971620,24998742,3239000,11,87,15,38733878,113
10000264,2025-05,112461000,27353391,7770000,15,48,16,77337609,79
10000264,2025-06,136270000,8840586,1752000,17,77,16,125677414,110
10000265,2025-01,87502031,14754463,1820000,13,50,7,70927568,70
10000265,2025-02,196448667,46091851,4650000,15,59,16,145706816,90
10000265,2025-03,89844000,43984390,958000,10,96,18,44901610,124
10000265,2025-04,23173000,4710622,351000,5,54,18,18111378,77
10000265,2025-05,34857000,10356004,2851901,6,71,23,21649095,100
10000265,2025-06,92375000,13622644,891000,8,53,8,77861356,69
10000266,2025-01,227082000,58600936,11679000,22,78,25,156802064,125
10000266,2025-02,154136355,29604649,3811000,12,87,22,120720706,121
10000266,2025-03,68628000,26881914,1761000,5,54,10,39985086,69
10000266,2025-04,81219000,9438968,1674000,6,69,19,70106032,94
10000266,2025-05,39003000,12194743,1516865,10,54,16,25291392,80
10000266,2025-06,83691000,33952338,1037000,7,59,11,48701662,77
10000267,2025-01,90317000,18595552,1015000,13,106,10,70706448,129
10000267,2025-02,95500000,16507610,6178000,8,42,14,72814390,64
10000267,2025-03,155147064,19691097,3278612,14,71,22,132177355,110
10000267,2025-04,136896480,61973000,11036000,11,39,11,63887480,61
10000267,2025-05,111086000,59903138,12194000,12,52,12,38988862,76
10000267,2025-06,224003000,43416000,4202000,19,59,18,176385000,96
10000268,2025-01,151885000,37623642,4548646,10,78,18,109712712,106
10000268,2025-02,145113000,70040000,6032065,11,75,16,69040935,103
10000268,2025-03,107770000,23664454,2152000,8,72,8,81953546,88
10000268,2025-04,145326000,96398888,17323295,11,87,24,31603817,122
10000268,2025-05,106383000,40598885,7315000,11,79,23,58469115,113
10000268,2025-06,139595994,50289662,14741590,14,64,32,74564742,110
10000269,2025-01,122591000,28961865,7072000,15,65,13,86557135,93
10000269,2025-02,105969810,19880181,3313848,9,74,26,82775781,110
10000269,2025-03,149059000,10766000,1672828,11,61,8,136620172,80
10000269,2025-04,135113871,41592437,10486233,12,59,24,83035201,95
10000269,2025-05,61424000,42785844,5969767,7,71,21,12668389,99
10000269,2025-06,151696000,103194708,19231000,15,76,15,29270292,106
10000270,2025-01,219550000,18238020,2415000,24,59,12,198896980,95
10000270,2025-02,104930000,9704926,1997000,9,48,13,93228074,70
10000270,2025-03,210058324,16293352,4136318,18,65,8,189628654,91
10000270,2025-04,121195000,27903316,3015000,16,71,10,90276684,97
10000270,2025-05,97880000,14006570,2513000,9,59,19,81360430,87
10000270,2025-06,134447000,34563054,1125000,12,84,11,98758946,107
10000271,2025-01,181691000,12458267,3480000,18,45,18,165752733,81
10000271,2025-02,68979000,40484572,13610000,10,47,14,14884428,71
10000271,2025-03,153128000,12422467,1779000,11,96,19,138926533,126
10000271,2025-04,115136000,31493457,6223000,9,75,17,77419543,101
10000271,2025-05,97955000,12756727,4612000,6,67,21,80586273,94
10000271,2025-06,171656719,6397177,983000,20,52,15,164276542,87
10000272,2025-01,217906000,13987930,1062000,20,42,18,202856070,80
10000272,2025-02,34351000,10359558,1875032,5,83,19,22116410,109
10000272,2025-03,64664000,4846000,297000,5,47,9,59521000,61
10000272,2025-04,166506000,66796361,7465000,13,86,16,92244639,115
10000272,2025-05,136915000,48822000,5010166,16,39,6,83082834,61
10000272,2025-06,42798000,2880174,373000,6,52,11,39544826,69
10000273,2025-01,21262000,9468758,2140484,3,80,15,9652758,98
10000273,2025-02,100125000,18341871,3481460,12,63,14,78301669,89
10000273,2025-03,140302000,18124177,1195000,11,73,24,120982823,110
10000273,2025-04,58905000,38459000,6285010,6,93,16,14160990,116
10000273,2025-05,140394000,28072432,4205000,22,75,18,108116568,115
10000273,2025-06,41691000,2841498,460038,5,40,12,38389464,57
10000274,2025-01,83663000,44242509,8637000,6,68,14,30783491,88
10000274,2025-02,39111253,13418806,4270000,7,47,25,21422447,79
10000274,2025-03,43903000,7645533,792000,8,61,8,35465467,77
10000274,2025-04,55874000,11813282,5223718,11,56,27,38837000,94
10000274,2025-05,182715519,40788620,9758772,15,55,20,132168127,90
10000274,2025-06,156069000,46241248,17967264,15,58,17,91860488,90
10000275,2025-01,253642000,67824869,11489000,17,62,17,174328131,96
10000275,2025-02,90834000,21957606,4213000,7,55,15,64663394,77
10000275,2025-03,176288000,45236210,3230000,11,52,7,127821790,70
10000275,2025-04,191695000,13565453,2035000,15,44,18,176094547,77
10000275,2025-05,197212560,57580000,11460478,15,60,24,128172082,99
10000275,2025-06,105561000,53206083,9535000,13,105,30,42819917,148
10000276,2025-01,128158000,53532494,27479000,12,94,35,47146506,141
10000276,2025-02,62783000,24197000,1916000,9,33,6,36670000,48
10000276,2025-03,153286000,60916362,10464000,13,77,19,81905638,109
10000276,2025-04,62885000,31383000,3771000,6,45,11,27731000,62
10000276,2025-05,208608000,51065597,18502000,20,81,25,139040403,126
10000276,2025-06,104083000,28406662,3971000,15,59,11,71705338,85
10000277,2025-01,117709634,28458354,3812243,12,70,22,85439037,104
10000277,2025-02,77923000,10243399,1122000,8,56,13,66557601,77
10000277,2025-03,62703000,34989322,4451000,7,110,27,23262678,144
10000277,2025-04,278367000,70312330,9168000,28,78,19,198886670,125
10000277,2025-05,99283000,44865000,2898000,12,79,11,51520000,102
10000277,2025-06,121086000,48024583,4498000,13,77,17,68563417,107
10000278,2025-01,215974000,31688462,907000,19,59,10,183378538,88
10000278,2025-02,111455000,23095295,3409000,12,37,14,84950705,63
10000278,2025-03,87947000,15003000,1425740,11,50,10,71518260,74
10000278,2025-04,94957000,23021643,2702000,9,73,9,69233357,91
10000278,2025-05,139019000,91836944,16321000,12,84,33,30861056,129
10000278,2025-06,189628000,15251875,5655000,14,68,22,168721125,107
10000279,2025-01,203391000,27673840,4734000,16,93,18,170983160,127
10000279,2025-02,189886000,29353602,7655000,15,68,21,152877398,104
10000279,2025-03,69029000,36038000,2352000,10,50,13,30639000,73
10000279,2025-04,204197174,18983000,3495000,19,50,16,181719174,85
10000279,2025-05,21700000,22305980,4300854,4,81,13,-4906834,98
10000279,2025-06,92350000,18090312,4114000,11,71,15,70145688,97
10000280,2025-01,125755000,36165959,4865642,11,46,14,84723399,71
10000280,2025-02,20868000,8933261,2656000,6,61,25,9278739,92
10000280,2025-03,89110000,33860066,6091000,13,75,15,49158934,103
10000280,2025-04,109183000,30478234,3521490,7,61,16,75183276,84
10000280,2025-05,118111000,30824288,9233000,14,52,14,78053712,80
10000280,2025-06,46438000,5538613,3357000,5,62,27,37542387,99
10000281,2025-01,95691000,56743578,12920000,13,88,27,26027422,128
10000281,2025-02,104266585,18741860,7616000,11,82,23,77908725,116
10000281,2025-03,174656000,24020166,6237000,16,52,11,144398834,79
10000281,2025-04,170630421,16802000,897499,20,46,7,152930922,73
10000281,2025-05,85734000,14376134,2657000,10,77,14,68700866,101
10000281,2025-06,236924512,13345332,1240000,16,42,13,222339180,71
10000282,2025-01,60123000,18096196,532443,9,91,17,41494361,118
10000282,2025-02,34625000,7449000,979000,2,42,13,26197000,57
10000282,2025-03,53259391,27289951,4932000,4,87,20,21037440,111
10000282,2025-04,110665000,42990672,7210994,8,49,21,60463334,78
10000282,2025-05,148324000,2168928,1569000,11,37,20,144586072,68
10000282,2025-06,213686000,16146156,4304000,13,53,12,193235844,78
10000283,2025-01,32997000,9734380,7166000,4,64,29,16096620,97
10000283,2025-02,72995000,22781163,1579000,6,59,7,48634837,72
10000283,2025-03,112876000,34015000,4101000,11,65,17,74760000,94
10000283,2025-04,173498000,7471797,4803063,16,77,27,161223140,122
10000283,2025-05,60073000,30465116,2448000,9,79,11,27159884,99
10000283,2025-06,210334000,25693866,12385000,21,76,29,172255134,126
10000284,2025-01,112561298,12538418,6411000,8,71,20,93611880,99
10000284,2025-02,110561000,14479792,6898000,8,50,19,89183208,77
10000284,2025-03,48244000,18434848,1047000,8,89,16,28762152,113
10000284,2025-04,51376000,3169050,559000,7,46,12,47647950,65
10000284,2025-05,80352000,31543000,4192000,11,81,22,44617000,114
10000284,2025-06,62809000,36236414,6703000,5,75,16,19869586,96
10000285,2025-01,134787527,33766085,9492000,16,67,30,91529442,113
10000285,2025-02,76582887,27701000,2161000,5,61,17,46720887,83
10000285,2025-03,141076000,20913547,3643546,11,67,19,116518907,97
10000285,2025-04,52870000,2213757,774000,4,38,15,49882243,57
10000285,2025-05,127440000,42321000,5203226,14,79,20,79915774,113
10000285,2025-06,269031161,27655064,13371324,22,63,22,228004773,107
10000286,2025-01,74183000,34527569,1518000,8,83,5,38137431,96
10000286,2025-02,142226000,25808848,4908669,12,72,20,111508483,104
10000286,2025-03,242736000,11958970,1714000,19,62,18,229063030,99
10000286,2025-04,72492000,1853000,307882,7,45,12,70331118,64
10000286,2025-05,156071928,28102365,4282000,16,78,13,123687563,107
10000286,2025-06,78778000,7256000,1963000,9,44,10,69559000,63
10000287,2025-01,34822000,32874687,5326690,3,70,20,-3379377,93
10000287,2025-02,62112000,11419000,1884000,6,27,13,48809000,46
10000287,2025-03,61945000,58076756,7587000,11,61,12,-3718756,84
10000287,2025-04,35871000,8213412,1714595,4,50,17,25942993,71
10000287,2025-05,95132000,15143434,2384000,9,59,17,77604566,85
10000287,2025-06,72550000,42294076,9559818,7,64,20,20696106,91
10000288,2025-01,201680447,7608760,5615226,15,65,19,188456461,99
10000288,2025-02,245819421,47008676,13349546,17,66,27,185461199,110
10000288,2025-03,283898744,39457092,17769934,24,85,26,226671718,135
10000288,2025-04,55595000,28608580,6424000,4,74,27,20562420,105
10000288,2025-05,177898000,21827723,2029000,17,40,6,154041277,63
10000288,2025-06,200271000,64976986,7561000,14,107,18,127733014,139
10000289,2025-01,93235000,16790471,1153000,9,56,10,75291529,75
10000289,2025-02,62683338,25191249,5438333,8,73,29,32053756,110
10000289,2025-03,104338000,5477995,566000,11,49,7,98294005,67
10000289,2025-04,251733000,26887719,3947055,17,41,21,220898226,79
10000289,2025-05,179221000,32732166,2281000,17,69,12,144207834,98
10000289,2025-06,143839296,16540000,6254000,12,53,23,121045296,88
10000290,2025-01,83913000,30513000,7066582,9,90,25,46333418,124
10000290,2025-02,125341000,65128201,15588000,10,57,19,44624799,86
10000290,2025-03,74476000,48812038,8984000,11,51,18,16679962,80
10000290,2025-04,123513000,16844418,2725416,12,47,18,103943166,77
10000290,2025-05,100135000,32054162,6761000,11,46,12,61319838,69
10000290,2025-06,134592000,31976823,12528000,16,58,32,90087177,106
10000291,2025-01,97963000,45967248,5853000,13,81,14,46142752,108
10000291,2025-02,178601000,41586092,10090247,14,64,23,126924661,101
10000291,2025-03,148375572,19981203,2084109,11,104,16,126310260,131
10000291,2025-04,143138000,27324372,4071000,10,58,8,111742628,76
10000291,2025-05,207283588,37160598,9139000,23,88,24,160983990,135
10000291,2025-06,59727741,31183556,4699054,9,75,23,23845131,107
10000292,2025-01,183437000,64482859,19889000,19,68,27,99065141,114
10000292,2025-02,109451000,15430374,7650000,10,70,25,86370626,105
10000292,2025-03,51391000,28099872,9119120,2,55,24,14172008,81
10000292,2025-04,151994914,29858668,2158762,12,79,17,119977484,108
10000292,2025-05,87681000,31679909,7974000,7,41,22,48027091,70
10000292,2025-06,172013000,61270000,8652000,12,72,11,102091000,95
10000293,2025-01,62181000,23816112,2199000,13,98,18,36165888,129
10000293,2025-02,163317000,7044000,413150,17,56,7,155859850,80
10000293,2025-03,160544130,22178247,4576832,22,87,24,133789051,133
10000293,2025-04,22536000,25948130,7860869,5,59,22,-11272999,86
10000293,2025-05,177621000,21048219,5437000,16,55,35,151135781,106
10000293,2025-06,84127000,25144379,7197000,8,82,27,51785621,117
10000294,2025-01,232754000,18647000,6790573,13,40,26,207316427,79
10000294,2025-02,57481140,23918066,3346574,6,54,14,30216500,76
10000294,2025-03,104065000,40821590,4839469,13,62,18,58403941,93
10000294,2025-04,105846000,38999912,5936848,11,76,20,60909240,107
10000294,2025-05,66158000,18385000,2053000,6,48,12,45720000,66
10000294,2025-06,66201000,27399309,2085020,5,101,14,36716671,124
10000295,2025-01,197171000,82322973,6872000,19,64,8,107976027,91
10000295,2025-02,108666649,29927000,793000,7,70,13,77946649,90
10000295,2025-03,212327000,93283353,11188000,16,85,14,107855647,115
10000295,2025-04,38759000,28779000,3955000,3,69,9,6025000,81
10000295,2025-05,102332000,53978814,10874000,10,65,20,37479186,95
10000295,2025-06,42544383,31016831,4977892,3,94,17,6549660,114
10000296,2025-01,150710000,38602903,6511804,12,78,30,105595293,120
10000296,2025-02,48074000,7711068,1781484,9,42,14,38581448,65
10000296,2025-03,122810000,32927041,7070783,10,68,21,82812176,99
10000296,2025-04,239535000,49298713,18799458,22,50,18,171436829,90
10000296,2025-05,166597000,18014523,2996000,20,85,13,145586477,118
10000296,2025-06,194747000,40049000,15243000,15,55,26,139455000,96
10000297,2025-01,256020000,38976713,4614000,19,86,24,212429287,129
10000297,2025-02,62759000,36658000,6926000,7,66,16,19175000,89
10000297,2025-03,38480000,19065903,1548000,3,55,18,17866097,78
10000297,2025-04,35901000,25705129,4081559,4,75,23,6114312,104
10000297,2025-05,84659153,7492000,626000,6,43,12,76541153,61
10000297,2025-06,286736000,78836000,15567206,27,74,24,192332794,125
10000298,2025-01,142667000,8724875,845512,15,66,9,133096613,90
10000298,2025-02,205278282,36146659,5283431,18,78,16,163848192,112
10000298,2025-03,231130240,62323000,8174000,18,71,24,160633240,113
10000298,2025-04,88762000,16042216,1547792,9,71,16,71171992,99
10000298,2025-05,118230842,7723000,3501000,14,48,25,107006842,87
10000298,2025-06,150089000,44871310,13169460,13,90,32,92048230,135
10000299,2025-01,278861000,6523871,647000,14,67,7,271690129,88
10000299,2025-02,126603000,27756000,2723000,11,67,16,96124000,94
10000299,2025-03,156554000,24260792,1588807,17,94,21,130704401,132
10000299,2025-04,133111000,27035154,2200000,10,75,22,103875846,108
10000299,2025-05,122068000,3496000,637054,15,40,10,117934946,65
10000299,2025-06,147634000,76596278,9077000,15,98,24,61960722,139
10000300,2025-01,66079000,39815867,1863028,8,78,13,24400105,99
10000300,2025-02,14502000,24879157,1393584,3,66,12,-11770741,81
10000300,2025-03,187161964,48787918,7083000,19,60,18,131291046,97
10000300,2025-04,28377000,11379983,3127000,3,76,15,13870017,94
10000300,2025-05,80171000,20273919,1953000,9,44,7,57944081,60
10000300,2025-06,69143000,29853295,2037000,7,83,9,37252705,99
10000301,2025-01,111124000,61570536,6569189,9,88,23,42984275,120
10000301,2025-02,114092000,41142000,8448000,11,30,18,64502000,59
10000301,2025-03,161027914,68926627,6479000,16,95,22,85622287,133
10000301,2025-04,129175000,7868726,6521000,12,51,12,114785274,75
10000301,2025-05,62854000,25537571,7111291,11,85,28,30205138,124
10000301,2025-06,98232715,18272842,3143000,5,92,20,76816873,120
10000302,2025-01,119457944,33130000,4717252,12,71,15,81610692,98
10000302,2025-02,174576198,92601087,7283000,15,73,20,74692111,108
10000302,2025-03,143173000,47627428,7046250,15,84,18,88499322,117
10000302,2025-04,117496619,21892996,1733000,9,60,9,93870623,78
10000302,2025-05,226160000,4891640,1371000,17,50,17,219897360,84
10000302,2025-06,164753000,11296514,6579000,15,70,14,146877486,99
10000303,2025-01,120859000,38281277,6132000,12,73,11,76445723,96
10000303,2025-02,68934958,74367921,8280043,12,77,22,-13713006,111
10000303,2025-03,248572000,55427102,11037500,16,90,20,182107398,126
10000303,2025-04,119329000,16403728,1445639,10,86,15,101479633,111
10000303,2025-05,33212000,17493217,3102000,5,50,10,12616783,65
10000303,2025-06,65861000,16879682,1339701,8,60,14,47641617,84
10000304,2025-01,49593000,26004534,2552272,6,108,34,21036194,149
10000304,2025-02,61043000,49942000,1906000,8,65,10,9195000,83
10000304,2025-03,88444000,30621832,5154112,7,101,18,52668056,126
10000304,2025-04,85640000,6172315,997530,10,49,9,78470155,68
10000304,2025-05,163540000,41903565,2046000,14,60,17,119590435,91
10000304,2025-06,92715000,65553912,5954000,11,90,22,21207088,123
10000305,2025-01,66492000,10611565,1813000,4,50,8,54067435,63
10000305,2025-02,152287000,69757000,7374868,10,65,19,75155132,94
10000305,2025-03,58961000,15974826,7901000,6,66,19,35085174,91
10000305,2025-04,201452000,35671158,3341000,15,59,16,162439842,92
10000305,2025-05,92320000,10455914,5410000,12,52,14,76454086,78
10000305,2025-06,214642000,19705881,7503000,14,80,27,187433119,121
10000306,2025-01,89313931,43005864,7376426,13,103,24,38931641,140
10000306,2025-02,252181000,65763722,14386188,20,70,26,172031090,116
10000306,2025-03,75228000,35327874,28053000,7,75,37,11847126,119
10000306,2025-04,71202099,9253023,2084088,13,46,15,59864988,74
